,NAME,AHA_ID,ZIP,STATE,SCORE,RANKING,LATITUDE,LONGITUDE,RAW_SCORE,Percentile Rank,STAR,NEW_COOR,LAT,LON
477,UPMC Williamsport,6233500,17701,PA,25.0/100,,41.246869700000005,-77.01545375796653,25.0,0.26944444444444443,2,"(41.2412, -77.0011)",41.2412,-77.0011
478,North Memorial Health Hospital,6611455,55422,MN,24.9/100,,45.0139367,-93.32198960881384,24.9,0.2673611111111111,2,"(45.0096, -93.3424)",45.0096,-93.3424
479,Spartanburg Medical Center,6370610,29303,SC,24.9/100,,34.966966400000004,-81.93873094400129,24.9,0.2673611111111111,2,"(34.9803, -81.9168)",34.9803,-81.9168
480,DCH Regional Medical Center,6530960,35401,AL,24.7/100,,33.204164,-87.52753681434177,24.7,0.2638888888888889,2,"(33.1969, -87.5627)",33.1969,-87.5627
481,Medical Center at Bowling Green,6510007,42101,KY,24.7/100,,36.9944575,-86.42857870458775,24.7,0.2638888888888889,2,"(37.0174, -86.4518)",37.0174,-86.4518
482,SCL Health Lutheran Medical Center,6840012,80033,CO,24.7/100,,39.76569225,-105.0899229640259,24.7,0.2638888888888889,2,"(39.774, -105.0962)",39.774,-105.0962
483,Bon Secours St. Francis Hospital,6370100,29414,SC,24.6/100,,32.808970900000006,-80.04174956014879,24.6,0.25833333333333336,2,"(32.8215, -80.0568)",32.8215,-80.0568
484,CHI St. Vincent Infirmary,6710400,72205,AR,24.6/100,,34.7503557,-92.33921432523476,24.6,0.25833333333333336,2,"(34.751, -92.3455)",34.751,-92.3455
485,Community Regional Medical Center,6930790,93721,CA,24.6/100,,36.74344425,-119.7849091908744,24.6,0.25833333333333336,2,"(36.7377, -119.7843)",36.7377,-119.7843
486,Mercy Hospital South,6631160,33133,FL,24.6/100,,25.7411276,-80.2142781767664,24.6,0.25833333333333336,2,"(25.7378, -80.2248)",25.7378,-80.2248
487,Northside Hospital Forsyth,6380463,30041,GA,24.6/100,,34.177910100000005,-84.14107298135627,24.6,0.25833333333333336,2,"(34.2037, -84.1031)",34.2037,-84.1031
488,Aspirus Wausau Hospital,6452085,54401,WI,24.5/100,,44.96583925,-89.66837259265313,24.5,0.2534722222222222,2,"(44.9654, -89.7066)",44.9654,-89.7066
489,Kendall Regional Medical Center,6390515,33175,FL,24.5/100,,25.73100385,-80.38624330832934,24.5,0.2534722222222222,2,"(25.7341, -80.4068)",25.7341,-80.4068
490,CHI St. Alexius Health Bismarck,6640040,58501,ND,24.4/100,,46.80734095,-100.77700800244544,24.4,0.25,2,"(46.8083, -100.7837)",46.8083,-100.7837
491,Einstein Medical Center Montgomery,6230515,19403,PA,24.4/100,,40.15340905,-75.34202478826586,24.4,0.25,2,"(40.1496, -75.3796)",40.1496,-75.3796
492,UT Health Tyler,6740092,75701,TX,24.4/100,,32.3386277,-95.29103387575503,24.4,0.25,2,"(32.3254, -95.2922)",32.3254,-95.2922
493,Christus Health Shreveport-Bossier,6720088,71105,LA,24.3/100,,32.4246693,-93.71755710412594,24.3,0.2465277777777778,2,"(32.4589, -93.7143)",32.4589,-93.7143
494,East Alabama Medical Center,6530760,36801,AL,24.3/100,,32.640725,-85.40381835944363,24.3,0.2465277777777778,2,"(32.6454, -85.3783)",32.6454,-85.3783
495,Camden Clark Medical Center,6350600,26101,WV,24.2/100,,39.270915,-81.56022554562979,24.2,0.24097222222222223,2,"(39.2644, -81.5354)",39.2644,-81.5354
496,Highland Hospital,6214240,94602,CA,24.2/100,,37.79822455,-122.23143876739954,24.2,0.24097222222222223,2,"(37.8011, -122.2104)",37.8011,-122.2104
497,Johnson City Medical Center,6520466,37604,TN,24.2/100,,36.30778825,-82.38419350436055,24.2,0.24097222222222223,2,"(36.3107, -82.381)",36.3107,-82.381
498,Lutheran Hospital of Indiana,6420420,46804,IN,24.2/100,,41.03958085,-85.24778574628499,24.2,0.24097222222222223,2,"(41.0508, -85.256)",41.0508,-85.256
499,Presbyterian Hospital,6850055,10021,NY,24.2/100,,35.6153041,-106.0268531,24.2,0.24097222222222223,2,"(40.7685, -73.9588)",40.7685,-73.9588
500,Sentara CarePlex Hospital,6340330,23666,VA,24.2/100,,37.05650465,-76.39040187437062,24.2,0.24097222222222223,2,"(37.0462, -76.4096)",37.0462,-76.4096
501,Conemaugh Memorial Medical Center,6230052,15905,PA,24.1/100,,40.3058405,-78.9182439489216,24.1,0.23402777777777778,2,"(40.3072, -78.943)",40.3072,-78.943
502,Delray Medical Center,6390081,33484,FL,24.1/100,,26.43636835,-80.12702271136149,24.1,0.23402777777777778,2,"(26.4543, -80.1346)",26.4543,-80.1346
503,EvergreenHealth Kirkland,6910335,98034,WA,24.1/100,,47.71582775,-122.1783423292238,24.1,0.23402777777777778,2,"(47.7188, -122.1966)",47.7188,-122.1966
504,Valley Hospital Medical Center,6880073,89106,NV,24.1/100,,36.1634475,-115.16661413378851,24.1,0.23402777777777778,2,"(36.1847, -115.1617)",36.1847,-115.1617
505,San Antonio Regional Hospital,6933750,91786,CA,23.9/100,,34.1018422,-117.6375642036996,23.9,0.2298611111111111,2,"(34.1144, -117.6583)",34.1144,-117.6583
506,United Hospital,6611585,55102,MN,23.9/100,,44.94292135,-93.1081735486589,23.9,0.2298611111111111,2,"(44.9372, -93.1209)",44.9372,-93.1209
507,Aurora BayCare Medical Center,6450021,54311,WI,23.8/100,,44.4765125,-87.94003179904786,23.8,0.22569444444444445,2,"(44.4914, -87.9267)",44.4914,-87.9267
508,HSHS St. John's Hospital,6432980,62769,IL,23.8/100,,39.80541325,-89.64504915420723,23.8,0.22569444444444445,2,"(39.8017, -89.6437)",39.8017,-89.6437
509,Mercy Hospital-Buffalo,6211100,14220,NY,23.8/100,,42.8479879,-78.8131723760595,23.8,0.22569444444444445,2,"(42.8441, -78.8182)",42.8441,-78.8182
510,USMD Hospital at Arlington,6740265,76017,TX,23.8/100,,32.67973365,-97.11792799285112,23.8,0.22569444444444445,2,"(32.6555, -97.1599)",32.6555,-97.1599
511,BSA Hospital,6740137,79106,TX,23.7/100,,18.1104884,83.3900713,23.7,0.22083333333333333,2,"(35.1977, -101.8949)",35.1977,-101.8949
512,Covenant Healthcare-Saginaw,6440023,48734,MI,23.7/100,,43.3461446,-83.7392278,23.7,0.22083333333333333,2,"(43.341, -83.7475)",43.341,-83.7475
513,Southwest General Health Center,6410200,44130,OH,23.7/100,,41.369883,-81.83207812557252,23.7,0.22083333333333333,2,"(41.3826, -81.7964)",41.3826,-81.7964
514,Winter Haven Hospital,6390079,33881,FL,23.6/100,,28.0287621,-81.72563127146056,23.6,0.21805555555555556,2,"(28.0452, -81.7325)",28.0452,-81.7325
515,Cleveland Clinic Mercy Hospital,6410290,44703,OH,23.5/100,,40.8124185,-81.39545753867907,23.5,0.2152777777777778,2,"(40.8098, -81.3814)",40.8098,-81.3814
516,Salina Regional Health Center,6670016,67401,KS,23.5/100,,38.8322921,-97.6103762526024,23.5,0.2152777777777778,2,"(38.8237, -97.6421)",38.8237,-97.6421
517,ThedaCare Regional Medical Center-Appleton,6450045,54911,WI,23.5/100,,44.2788309,-88.3931722311969,23.5,0.2152777777777778,2,"(44.2773, -88.3976)",44.2773,-88.3976
518,Ascension St. Mary's Hospital,6442290,48601,MI,23.4/100,,43.42432605,-83.9385503547201,23.4,0.21180555555555555,2,"(43.4047, -83.9156)",43.4047,-83.9156
519,Trident Medical Center,6370232,29406,SC,23.4/100,,32.97603015,-80.07314591743759,23.4,0.21180555555555555,2,"(32.9352, -80.0325)",32.9352,-80.0325
520,Mishawaka Medical Center,6421300,46545,IN,23.3/100,,41.70669515,-86.17444931963502,23.3,0.2076388888888889,2,"(41.6835, -86.1682)",41.6835,-86.1682
521,MultiCare Good Samaritan Hospital,6910500,98372,WA,23.3/100,,47.1777707,-122.28864207772584,23.3,0.2076388888888889,2,"(47.2042, -122.2734)",47.2042,-122.2734
522,Providence Holy Family Hospital,6910894,99208,WA,23.3/100,,47.709316900000005,-117.4072171623927,23.3,0.2076388888888889,2,"(47.7374, -117.4352)",47.7374,-117.4352
523,St. Joseph's Health Hospital,6214870,49093,MI,23.3/100,,41.9353581,-85.6479325,23.3,0.2076388888888889,2,"(41.9596, -85.6371)",41.9596,-85.6371
524,Capital Health Medical Center-Hopewell,6221430,08534,NJ,23.2/100,,40.2922921,-74.80538435506901,23.2,0.20416666666666666,2,"(40.3339, -74.7944)",40.3339,-74.7944
525,Lowell General Hospital,6140428,01854,MA,23.1/100,,42.6478028,-71.342233668805,23.1,0.20208333333333334,2,"(42.6493, -71.3355)",42.6493,-71.3355
526,MercyOne North Iowa Medical Center,6620002,50401,IA,23.1/100,,43.1495247,-93.21602950761468,23.1,0.20208333333333334,2,"(43.1499, -93.1954)",43.1499,-93.1954
527,Palomar Medical Center Escondido,6930660,92029,CA,23.0/100,,33.12050705,-117.12152774298008,23.0,0.1986111111111111,1,"(33.0895, -117.1128)",33.0895,-117.1128
528,Riverside Community Hospital,6932585,92501,CA,23.0/100,,33.97651725,-117.38256094437732,23.0,0.1986111111111111,1,"(33.9924, -117.3694)",33.9924,-117.3694
529,University Medical Center-Las Vegas,6880071,89102,NV,23.0/100,,36.16021185,-115.16774875702788,23.0,0.1986111111111111,1,"(36.1433, -115.2004)",36.1433,-115.2004
530,Kaiser Permanente Woodland Hills Medical Center,6933915,91365,CA,22.9/100,,34.17116955,-118.58978475965998,22.9,0.1951388888888889,1,"(34.1683, -118.6059)",34.1683,-118.6059
531,Logan Health-Kalispell,6810007,59901,MT,22.9/100,,48.2146042,-114.3233174,22.9,0.1951388888888889,1,"(48.2028, -114.3039)",48.2028,-114.3039
532,St. Vincent Hospital-Erie,6230780,16544,PA,22.8/100,,42.1114452,-80.07993346391457,22.8,0.19305555555555556,1,"(42.1827, -80.0649)",42.1827,-80.0649
533,St. Vincent's Medical Center,6160010,06606,CT,22.7/100,,41.20121695,-73.20182089845423,22.7,0.19166666666666668,1,"(41.2091, -73.2086)",41.2091,-73.2086
534,Regional Medical Center Bayonet Point,6390385,34667,FL,22.6/100,,28.36244025,-82.68802144282486,22.6,0.18819444444444444,1,"(28.3648, -82.6757)",28.3648,-82.6757
535,Reid Health-Richmond,6421190,47374,IN,22.6/100,,39.8644246,-84.88474559652563,22.6,0.18819444444444444,1,"(39.8324, -84.8936)",39.8324,-84.8936
536,St. Francis Hospital-Memphis,6520812,38119,TN,22.6/100,,35.09797965,-89.86439736964769,22.6,0.18819444444444444,1,"(35.0821, -89.8501)",35.0821,-89.8501
537,St. Mary Medical Center-Langhorne,6231130,19047,PA,22.4/100,,40.2022897,-74.92497171012985,22.4,0.1840277777777778,1,"(40.1813, -74.9104)",40.1813,-74.9104
538,UofL Health-Jewish Hospital,6510510,40065,KY,22.4/100,,38.2098244,-85.2360318198217,22.4,0.1840277777777778,1,"(38.2162, -85.2243)",38.2162,-85.2243
539,Baptist Memorial Hospital-North Mississippi,6540693,38655,MS,22.2/100,,34.3492249,-89.52972762502066,22.2,0.1798611111111111,1,"(34.3308, -89.4835)",34.3308,-89.4835
540,Kadlec Regional Medical Center,6910530,99352,WA,22.2/100,,46.2817683,-119.28180734666552,22.2,0.1798611111111111,1,"(46.2522, -119.288)",46.2522,-119.288
541,Mary Greeley Medical Center,6620055,50010,IA,22.2/100,,42.03261625,-93.61228826978105,22.2,0.1798611111111111,1,"(42.0379, -93.6003)",42.0379,-93.6003
542,Mercy Medical Center-Baltimore,6320220,21202,MD,22.2/100,,39.2932695,-76.61280493859464,22.2,0.1798611111111111,1,"(39.2998, -76.6075)",39.2998,-76.6075
543,Kaiser Permanente Sacramento Medical Center,6932662,95825,CA,22.1/100,,38.60193325,-121.39345066763316,22.1,0.1763888888888889,1,"(38.5892, -121.4057)",38.5892,-121.4057
544,Blessing Hospital,6430017,62301,IL,22.0/100,,8.1675245,77.4322708,22.0,0.1736111111111111,1,"(39.9307, -91.3763)",39.9307,-91.3763
545,Jefferson Health-Jefferson Torresdale Hospital,6230054,19114,PA,22.0/100,,40.0711287,-74.98305767092307,22.0,0.1736111111111111,1,"(40.0634, -74.999)",40.0634,-74.999
546,Memorial Hospital at Gulfport,6540300,39501,MS,22.0/100,,30.36791715,-89.11547726345,22.0,0.1736111111111111,1,"(30.3826, -89.0976)",30.3826,-89.0976
547,Hendrick Medical Center,6740020,79601,TX,21.9/100,,32.4720412,-99.73380623544963,21.9,0.17083333333333334,1,"(32.4682, -99.7182)",32.4682,-99.7182
548,Gundersen Lutheran Medical Center,6450680,54601,WI,21.8/100,,43.7930709,-91.24662524496094,21.8,0.16805555555555557,1,"(43.7989, -91.2175)",43.7989,-91.2175
549,Guthrie Robert Packer Hospital,6232970,18840,PA,21.8/100,,41.98058885,-76.5208075074679,21.8,0.16805555555555557,1,"(41.9842, -76.5218)",41.9842,-76.5218
550,St. Mary Medical Center-Hobart,6420565,46342,IN,21.8/100,,41.51249095,-87.26361688646196,21.8,0.16805555555555557,1,"(41.5263, -87.2525)",41.5263,-87.2525
551,Methodist Medical Center of Oak Ridge,6521080,37831,TN,21.7/100,,36.0241552,-84.2454480866765,21.7,0.16458333333333333,1,"(36.106, -84.1958)",36.106,-84.1958
552,MountainView Hospital,6880007,89128,NV,21.7/100,,36.21563985,-115.24913559001897,21.7,0.16458333333333333,1,"(36.1968, -115.2644)",36.1968,-115.2644
553,AdventHealth Ocala,6390670,34471,FL,21.6/100,,29.1754201,-82.138702975,21.6,0.16111111111111112,1,"(29.1605, -82.1288)",29.1605,-82.1288
554,Ascension Providence Hospital,6743660,48075,MI,21.6/100,,42.4575589,-83.2053083149466,21.6,0.16111111111111112,1,"(42.4638, -83.2255)",42.4638,-83.2255
555,Liberty Hospital,6630605,64068,MO,21.6/100,,39.2749812,-94.4240001276834,21.6,0.16111111111111112,1,"(39.2461, -94.4191)",39.2461,-94.4191
556,Ascension St. John Medical Center,6731220,48047,MI,21.4/100,,42.6705218,-82.94501771878174,21.4,0.15625,1,"(42.673, -82.7753)",42.673,-82.7753
557,Flagstaff Medical Center,6860021,86001,AZ,21.4/100,,35.20878985,-111.64402185590312,21.4,0.15625,1,"(35.1859, -111.662)",35.1859,-111.662
558,HCA Florida Oak Hill Hospital,6390997,34613,FL,21.4/100,,28.5363417,-82.5357373345616,21.4,0.15625,1,"(28.5466, -82.5213)",28.5466,-82.5213
559,Kaiser Permanente Santa Clara Medical Center,6933402,95051,CA,21.4/100,,37.336650000000006,-121.99919913359368,21.4,0.15625,1,"(37.3483, -121.9844)",37.3483,-121.9844
560,Kootenai Health-Coeur D'Alene,6820111,83814,ID,21.3/100,,47.6946371,-116.7962238,21.3,0.15069444444444444,1,"(47.6928, -116.785)",47.6928,-116.785
561,Marietta Memorial Hospital,6411630,45750,OH,21.3/100,,39.43170315,-81.4645367245817,21.3,0.15069444444444444,1,"(39.4281, -81.4644)",39.4281,-81.4644
562,McLaren Flint Hospital,6441038,48532,MI,21.3/100,,43.0138518,-83.73261753291786,21.3,0.15069444444444444,1,"(43.0111, -83.803)",43.0111,-83.803
563,St. Luke's Hospital-Duluth,6610400,55804,MN,21.3/100,,46.7968307,-92.0869527,21.3,0.15069444444444444,1,"(46.8551, -92.0074)",46.8551,-92.0074
564,CHI St. Vincent Hot Springs Hospital,6710300,71913,AR,21.2/100,,34.467362699999995,-93.06722507102516,21.2,0.14583333333333334,1,"(34.5317, -93.0638)",34.5317,-93.0638
565,Mercy Hospital Northwest Arkansas,6710535,72758,AR,21.2/100,,36.31041795,-94.18421362313538,21.2,0.14583333333333334,1,"(36.3169, -94.1545)",36.3169,-94.1545
566,Southeast Health Medical Center,6530373,31558,GA,21.2/100,,30.7809652,-81.61461479792533,21.2,0.14583333333333334,1,"(30.7305, -81.5465)",30.7305,-81.5465
567,Anderson Regional Medical Center,6540510,75801,TX,21.1/100,,31.7325865,-95.62709530134882,21.1,0.14166666666666666,1,"(31.7588, -95.6342)",31.7588,-95.6342
568,McLaren Macomb Hospital,6441847,48043,MI,21.1/100,,42.58781234999999,-82.89800797208932,21.1,0.14166666666666666,1,"(42.5978, -82.8823)",42.5978,-82.8823
569,Mease Countryside Hospital,6390160,34695,FL,21.1/100,,28.0414957,-82.70560018073499,21.1,0.14166666666666666,1,"(28.0096, -82.6967)",28.0096,-82.6967
570,Cleveland Clinic Indian River Hospital,6391120,32960,FL,21.0/100,,27.6590747,-80.39444526944459,21.0,0.1388888888888889,1,"(27.633, -80.4031)",27.633,-80.4031
571,Fawcett Memorial Hospital,6390865,33952,FL,20.9/100,,26.98878335,-82.09866797143651,20.9,0.1375,1,"(26.9905, -82.0964)",26.9905,-82.0964
572,Owensboro Health Regional Hospital,6510003,42303,KY,20.8/100,,37.77943535,-87.06386918152603,20.8,0.1361111111111111,1,"(37.7559, -87.0803)",37.7559,-87.0803
573,Baxter Regional Medical Center,6710482,72653,AR,20.7/100,,36.3422895,-92.3967026675785,20.7,0.13472222222222222,1,"(36.3312, -92.3753)",36.3312,-92.3753
574,Riverside Regional Medical Center,6340520,23601,VA,20.6/100,,37.0634252,-76.48271901539873,20.6,0.13333333333333333,1,"(37.058, -76.4607)",37.058,-76.4607
575,MaineGeneral Medical Center,6110555,04330,ME,20.4/100,,44.3637461,-69.78032809979402,20.4,0.12986111111111112,1,"(44.3232, -69.7665)",44.3232,-69.7665
576,St. Bernardine Medical Center,6932760,92404,CA,20.4/100,,34.1346949,-117.27639323902028,20.4,0.12986111111111112,1,"(34.1426, -117.2606)",34.1426,-117.2606
577,Augusta Health-Fishersville,6340005,22939,VA,20.3/100,,38.0960657,-78.98944251794157,20.3,0.12708333333333333,1,"(38.0964, -78.9929)",38.0964,-78.9929
578,Physicians Regional-Pine Ridge Hospital,6390103,34119,FL,20.3/100,,26.2138341,-81.73244073182654,20.3,0.12708333333333333,1,"(26.2665, -81.7146)",26.2665,-81.7146
579,Community Hospital South,6420728,46227,IN,20.2/100,,39.63797085,-86.13239458385064,20.2,0.125,1,"(39.6789, -86.1302)",39.6789,-86.1302
580,Mercy Medical Center-Springfield,6141940,01104,MA,20.1/100,,42.11597825,-72.59301656598424,20.1,0.12361111111111112,1,"(42.1288, -72.5778)",42.1288,-72.5778
581,Christus St. Frances Cabrini Hospital,6720050,71301,LA,20.0/100,,31.282694,-92.46259379803126,20.0,0.11944444444444445,1,"(31.2885, -92.4633)",31.2885,-92.4633
582,HonorHealth John C. Lincoln Medical Center,6860253,85020,AZ,20.0/100,,33.5693337,-112.07065095818292,20.0,0.11944444444444445,1,"(33.5623, -112.0559)",33.5623,-112.0559
583,MultiCare Deaconess Hospital,6910880,99204,WA,20.0/100,,47.65090115,-117.42299254886947,20.0,0.11944444444444445,1,"(47.6501, -117.4298)",47.6501,-117.4298
584,North Mississippi Medical Center-Tupelo,6540810,38801,MS,20.0/100,,34.2420289,-88.71609257565105,20.0,0.11944444444444445,1,"(34.2538, -88.7209)",34.2538,-88.7209
585,Valley Baptist Medical Center-Harlingen,6741790,78550,TX,20.0/100,,26.17524635,-97.67025574917116,20.0,0.11944444444444445,1,"(26.1951, -97.689)",26.1951,-97.689
586,Carroll Hospital,6320880,21157,MD,19.9/100,,39.55866645,-76.98979776855404,19.9,0.11458333333333333,1,"(39.5642, -76.9807)",39.5642,-76.9807
587,Grandview Medical Center-Birmingham,6530161,35243,AL,19.9/100,,33.43373785,-86.71846059473762,19.9,0.11458333333333333,1,"(33.4459, -86.7502)",33.4459,-86.7502
588,Prisma Health Richland Hospital,6370140,29203,SC,19.8/100,,34.027949,-81.0325565913862,19.8,0.1125,1,"(34.0635, -81.0265)",34.0635,-81.0265
589,CaroMont Regional Medical Center,6360580,28054,NC,19.7/100,,35.27215775,-81.13954344086048,19.7,0.11041666666666666,1,"(35.2495, -81.133)",35.2495,-81.133
590,St. Clair Hospital,6232575,15243,PA,19.7/100,,40.37832,-80.06695376483155,19.7,0.11041666666666666,1,"(40.3748, -80.0731)",40.3748,-80.0731
591,TriStar Centennial Medical Center,6520002,37203,TN,19.6/100,,36.1533336,-86.80918637795783,19.6,0.10833333333333334,1,"(36.1504, -86.7916)",36.1504,-86.7916
592,Venice Regional Bayfront Hospital,6391119,34285,FL,19.5/100,,27.09060435,-82.44529849327121,19.5,0.10694444444444444,1,"(27.0933, -82.4498)",27.0933,-82.4498
593,Prisma Health Baptist Hospital,6370190,29220,SC,19.4/100,,34.00743815,-81.0335316424086,19.4,0.10555555555555556,1,"(34.0007, -81.0348)",34.0007,-81.0348
594,Baptist Health Paducah,6510815,42003,KY,19.3/100,,37.07348785000001,-88.62769387563067,19.3,0.10347222222222222,1,"(37.0368, -88.5934)",37.0368,-88.5934
595,Parkwest Medical Center,6520530,37923,TN,19.3/100,,35.9179035,-84.10111359055136,19.3,0.10347222222222222,1,"(35.9331, -84.0761)",35.9331,-84.0761
596,Alta Bates Summit Medical Center-Oakland,6930031,94609,CA,19.1/100,,37.8215138,-122.26318112200052,19.1,0.10138888888888889,1,"(37.8361, -122.2637)",37.8361,-122.2637
597,Blount Memorial Hospital,6520670,37804,TN,19.0/100,,35.75674325,-83.95893133575322,19.0,0.09930555555555555,1,"(35.7991, -83.8852)",35.7991,-83.8852
598,St. Luke's East Hospital,6630029,64086,MO,19.0/100,,38.94119535,-94.3810225762558,19.0,0.09930555555555555,1,"(38.944, -94.2881)",38.944,-94.2881
599,Franciscan Health Indianapolis,6420029,46237,IN,18.9/100,,39.64839485,-86.078781935364,18.9,0.09722222222222222,1,"(39.673, -86.0757)",39.673,-86.0757
600,St. Bernards Medical Center,6710320,72401,AR,18.8/100,,35.8366576,-90.70276409551916,18.8,0.09583333333333334,1,"(35.833, -90.6965)",35.833,-90.6965
601,SSM Health St. Anthony Hospital-Oklahoma City,6730830,73102,OK,18.7/100,,35.477650100000005,-97.52373002527575,18.7,0.09444444444444444,1,"(35.4726, -97.5199)",35.4726,-97.5199
602,Doylestown Hospital,6230590,18901,PA,18.6/100,,40.3067939,-75.14659813268989,18.6,0.09305555555555556,1,"(40.3054, -75.1489)",40.3054,-75.1489
603,Mercy Medical Center Redding,6932520,96001,CA,18.5/100,,40.57175025,-122.3958827218151,18.5,0.09166666666666666,1,"(40.5605, -122.4116)",40.5605,-122.4116
604,Banner Baywood Medical Center,6860185,85206,AZ,18.4/100,,33.4110405,-111.68907295138877,18.4,0.08819444444444445,1,"(33.4026, -111.7242)",33.4026,-111.7242
605,Forrest General Hospital,6540315,39401,MS,18.4/100,,31.31130765,-89.46910729992479,18.4,0.08819444444444445,1,"(31.3146, -89.3065)",31.3146,-89.3065
606,Roper Hospital,6370090,29401,SC,18.4/100,,32.78266495,-79.94908809987882,18.4,0.08819444444444445,1,"(32.7795, -79.9371)",32.7795,-79.9371
607,Sutter Roseville Medical Center,6932645,95661,CA,18.4/100,,38.76621635,-121.24932727151528,18.4,0.08819444444444445,1,"(38.7346, -121.234)",38.7346,-121.234
608,Jackson-Madison County General Hospital,6524010,38301,TN,18.2/100,,35.6374198,-88.83199047553106,18.2,0.08472222222222223,1,"(35.6102, -88.814)",35.6102,-88.814
609,Phoebe Putney Memorial Hospital,6380486,31701,GA,18.1/100,,31.59042535,-84.15758867013469,18.1,0.08333333333333333,1,"(31.5678, -84.1619)",31.5678,-84.1619
610,Yakima Valley Memorial Hospital,6911260,98902,WA,18.0/100,,46.59379635,-120.54676457051356,18.0,0.08194444444444444,1,"(46.5934, -120.5311)",46.5934,-120.5311
611,Huntsville Hospital,6530510,35801,AL,17.8/100,,34.7204666,-86.58096414730319,17.8,0.0798611111111111,1,"(34.7269, -86.5673)",34.7269,-86.5673
612,Union Hospital-Terre Haute,6421366,47804,IN,17.8/100,,39.4852998,-87.40786663515323,17.8,0.0798611111111111,1,"(39.4937, -87.3945)",39.4937,-87.3945
613,Crozer-Chester Medical Center,6230400,19013,PA,17.7/100,,39.85541155,-75.36825021018319,17.7,0.07777777777777778,1,"(39.8498, -75.3747)",39.8498,-75.3747
614,Abrazo Arrowhead Campus,6860305,85308,AZ,17.6/100,,33.65459025,-112.20112892372752,17.6,0.075,1,"(33.6539, -112.1694)",33.6539,-112.1694
615,Baptist Health Hardin,6510165,42701,KY,17.6/100,,37.710481,-85.8765885776401,17.6,0.075,1,"(37.6848, -85.8784)",37.6848,-85.8784
616,Butler Memorial Hospital,6230270,16001,PA,17.6/100,,40.8666432,-79.88099038431308,17.6,0.075,1,"(40.8859, -79.934)",40.8859,-79.934
617,Novant Health Presbyterian Medical Center,6360320,28204,NC,17.5/100,,35.2125299,-80.82430967559324,17.5,0.07222222222222222,1,"(35.2132, -80.8231)",35.2132,-80.8231
618,ProHealth Waukesha Memorial Hospital,6452020,53149,WI,17.2/100,,42.8496663,-88.3129189,17.2,0.06944444444444445,1,"(42.8821, -88.3451)",42.8821,-88.3451
619,Wilkes-Barre General Hospital,6230026,18764,PA,17.1/100,,41.2582701,-75.86665185864037,17.1,0.06805555555555555,1,"(41.2722, -75.8801)",41.2722,-75.8801
620,Barnes-Jewish St. Peters Hospital,6631280,63376,MO,17.0/100,,38.7941303,-90.57986758226728,17.0,0.06527777777777778,1,"(38.7802, -90.6228)",38.7802,-90.6228
621,Crouse Hospital,6214890,13210,NY,17.0/100,,43.04128485,-76.13882506907481,17.0,0.06527777777777778,1,"(43.0354, -76.1282)",43.0354,-76.1282
622,Ellis Hospital,6214560,12308,NY,17.0/100,,42.82021325,-73.91646093090648,17.0,0.06527777777777778,1,"(42.8179, -73.9206)",42.8179,-73.9206
623,Ascension Borgess Hospital,6440017,49047,MI,16.9/100,,41.9834175,-86.1155379942953,16.9,0.06180555555555556,1,"(41.991, -86.1168)",41.991,-86.1168
624,Harbor-UCLA Medical Center,6933683,90502,CA,16.9/100,,33.82944295,-118.29475530799805,16.9,0.06180555555555556,1,"(33.8286, -118.292)",33.8286,-118.292
625,Memorial Hospital-Belleville,6430195,62226,IL,16.6/100,,38.5490423,-90.0214708,16.6,0.059722222222222225,1,"(38.5352, -90.0006)",38.5352,-90.0006
626,Desert Regional Medical Center,6932325,92262,CA,16.5/100,,33.839248,-116.54244075327416,16.5,0.058333333333333334,1,"(33.8414, -116.5347)",33.8414,-116.5347
627,HonorHealth Scottsdale Osborn Medical Center,6860376,85251,AZ,16.3/100,,33.4885727,-111.92298318765714,16.3,0.05625,1,"(33.4936, -111.9167)",33.4936,-111.9167
628,St. Elizabeth's Medical Center-Brighton,6140620,02135,MA,16.3/100,,42.34864995,-71.14799584850206,16.3,0.05625,1,"(42.3478, -71.1566)",42.3478,-71.1566
629,Hospital HIMA San Pablo Bayamon,6040055,00959,PR,16.0/100,,18.39792925,-66.14756394498372,16.0,0.05416666666666667,1,"(nan, nan)",,
630,Genesis Medical Center-Davenport-West Central Park,6620004,52804,IA,15.9/100,,41.5429417,-90.59371067229604,15.9,0.052083333333333336,1,"(41.5386, -90.6115)",41.5386,-90.6115
631,Washington Regional Medical Center,6710195,72703,AR,15.9/100,,36.109610200000006,-94.15939455932778,15.9,0.052083333333333336,1,"(36.0992, -94.1716)",36.0992,-94.1716
632,Rapid City Regional Hospital,6650002,57701,SD,15.7/100,,44.05674795,-103.2250814,15.7,0.05,1,"(44.1415, -103.2052)",44.1415,-103.2052
633,Singing River Health System-Pascagoula,6540021,39567,MS,15.5/100,,30.37729775,-88.52929917574147,15.5,0.04861111111111111,1,"(30.3658, -88.5561)",30.3658,-88.5561
634,Parkridge Medical Center,6520015,37404,TN,15.3/100,,35.0349202,-85.26799264508269,15.3,0.04722222222222222,1,"(35.0306, -85.2722)",35.0306,-85.2722
635,Palmetto General Hospital,6394001,33015,FL,15.0/100,,25.88689645,-80.32607943778835,15.0,0.04583333333333333,1,"(25.9388, -80.3165)",25.9388,-80.3165
